Landscape,Site,Date,Transect,Plot.ID,Time,Local.Name,English.Name,Scientific.Name,Taxon.Rank,Indv,Distance,Observation.Type
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P2,11:10,Burung-madu belukar,Ruby-cheeked Sunbird,Chalcoparia singalensis,Species,1,10,VES
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P2,11:17,Merbah kacamata,Spectacled Bulbul,Ixidia erythropthalmos,Species,1,10,VES
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P2,12:12,Tepus kaban,Black-throated Babbler,Stachyris nigricollis,Species,1,10,PointLoc
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P2,12:13,Asi topi-sisik,Scaly-crowned Babbler ,Malacopteron cinereum,Species,1,10,PointLoc
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P2,12:15,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P2,12:27,Udang Punggung api,Oriental Dwarf-kingfisher,Ceyx erithaca,Species,1,10,VES
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P1,11:35,Tukik Tikus,Rufous Piculet,Sasia abnormis,Species,1,7,VES
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P1,11:45,Cabai polos,Plain Flowerpecker,Dicaeum minullum,Species,1,7,PointLoc
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P1,11:47,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P1,11:48,Merbah kacamata,Spectacled Bulbul,Ixidia erythropthalmos,Species,1,10,PointLoc
Kalbar,Gunung Raya,12-Sep-23,GR-SR,GR-SR-P1,11:50,Cabai-bunga api,Orange-bellied Flowerpecker,Dicaeum trigonostigma,Species,1,10,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,7:15,Merbah corok-corok,Cream-vented Bulbul,Pycnonotus simplex,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,7:27,Udang Punggung api,Oriental Dwarf-kingfisher,Ceyx erithaca,Species,1,10,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,7:35,Cinenen kelabu,Ashy Tailorbird,Orthotomus ruficeps,Species,1,5,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,7:44,Kipasan mutiara,Spotted Fantail,Rhipidura perlata,Species,1,7,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,7:44,Kipasan mutiara,Spotted Fantail,Rhipidura perlata,Species,1,7,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,7:47,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,7:50,Pelatuk pangkas,Maroon Woodpecker,Blythipicus rubiginosus,Species,1,10,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,8:08,Takur telinga hitam,Black-eared Barbet,Harpactes duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,8:25,Seriwang Asia,Oriental Paradise-flycatcher,Terpsiphone affinis,Species,1,7,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,14:13,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,14:39,Merbah corok-corok,Cream-vented Bulbul,Pycnonotus simplex,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P7,14:00,Merbah mata-merah,Red-eyed Bulbul,Pycnonotus brunneus,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,9:03,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,7,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,9:05,Merbah corok-corok,Cream-vented Bulbul,Pycnonotus simplex,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,9:07,Pijantung kecil,Little Spiderhunter,Arachnothera longirostra,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,9:09,Elang brontok,Changeable Hawk-eagle,Nisaetus cirrhatus,Species,1,10,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,9:11,Kengkareng hitam,Black Hornbill,Anthracoceros malayanus,Species,2,20,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,9:12,Udang Punggung api,Oriental Dwarf-kingfisher,Ceyx erithaca,Species,1,10,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,9:13,Burung-madu belukar,Ruby-cheeked Sunbird,Chalcoparia singalensis,Species,1,10,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,9:15,Cucak kurincang,Black-headed Bulbul,Brachypodius atriceps,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,13:31,Sempur-hujan darat,Black-and-yellow Broadbill,Eurylaimus ochromalus,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,13:34,Cabai polos,Plain Flowerpecker,Dicaeum minullum,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P8,13:37,Kengkareng hitam,Black Hornbill,Anthracoceros malayanus,Species,7,15,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P9,9:33,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P9,9:35,Pijantung kecil,Little Spiderhunter,Arachnothera longirostra,Species,1,10,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P9,9:45,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P9,9:50,Kucica hutan,White-rumped Shama,Kittacincla malabarica,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P9,9:52,Wergan cokelat,Brown fulvetta,Alcippe brunneicauda,Species,1,20,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P9,13:05,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P9,13:06,Pijantung kecil,Little Spiderhunter,Arachnothera longirostra,Species,1,7,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P9,13:08,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P9,13:12,Sempur-hujan darat,Black-and-yellow Broadbill,Eurylaimus ochromalus,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,10:13,Wergan cokelat,Brown fulvetta,Alcippe brunneicauda,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,10:27,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,10:30,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,10:32,Pijantung kecil,Little Spiderhunter,Arachnothera longirostra,Species,1,7,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,10:35,Merbah corok-corok,Cream-vented Bulbul,Pycnonotus simplex,Species,1,7,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,10:39,Cucak kurincang,Black-headed Bulbul,Brachypodius atriceps,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,10:43,Cucak Rumbai-tungging,Puff-backed Bulbul,Euptilotus eutilotus,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,12:32,Luntur Kasumba,Red-naped Trogon,Harpactes kasumba,Species,2,7,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,12:37,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,12:42,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,12:54,Wergan cokelat,Brown fulvetta,Alcippe brunneicauda,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,12:55,Cabai-bunga api,Orange-bellied Flowerpecker,Dicaeum trigonostigma,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P10,12:59,Merbah corok-corok,Cream-vented Bulbul,Pycnonotus simplex,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:07,Merbah corok-corok,Cream-vented Bulbul,Pycnonotus simplex,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:10,Sempur-hujan darat,Black-and-yellow Broadbill,Eurylaimus ochromalus,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:13,Kehicap ranting,Black-naped Monarch,Hypothymis azurea,Species,1,10,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:15,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:18,Cinenen kelabu,Ashy Tailorbird,Orthotomus ruficeps,Species,1,7,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:27,Luntur Tunggir-coklat,Cinnamon-rumped Trogon,Harpactes orrhophaeus,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:29,Wergan cokelat,Brown fulvetta,Alcippe brunneicauda,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:37,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:48,Pelatuk pangkas,Maroon Woodpecker,Blythipicus rubiginosus,Species,1,7,VES
Kalbar,Gunung Raya,13-Sep-23,GR-SR,GR-SR-P11,11:50,Julang Emas,Wreathed Hornbill,Rhyticeros undulatus,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,7:03,Caladi tilik,Sunda Pygmy Woodpecker,Picoides moluccensis,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,7:11,Kehicap ranting,Black-naped Monarch,Hypothymis azurea,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,7:17,Merbah corok-corok,Cream-vented Bulbul,Pycnonotus simplex,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,7:23,Udang Punggung api,Oriental Dwarf-kingfisher,Ceyx erithaca,Species,1,10,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,7:29,Tukik Tikus,Rufous Piculet,Sasia abnormis,Species,1,10,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,7:37,Cinenen kelabu,Ashy Tailorbird,Orthotomus ruficeps,Species,1,7,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,7:45,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,7:59,Seriwang Asia,Oriental Paradise-flycatcher,Terpsiphone affinis,Species,2,7,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,8:15,Pijantung kecil,Little Spiderhunter,Arachnothera longirostra,Species,1,7,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,9:15,Kipasan mutiara,Spotted Fantail,Rhipidura perlata,Species,2,10,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P7,9:24,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,2,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P6,10:15,Pijantung kecil,Little Spiderhunter,Arachnothera longirostra,Species,1,7,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P6,10:23,Tepus kaban,Black-throated Babbler,Stachyris nigricollis,Species,1,7,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P5,11:18,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P5,11:19,Burung-madu sriganti,Olive-backed Sunbird,Cinnyris jugularis,Species,2,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P5,11:22,Kehicap ranting,Black-naped Monarch,Hypothymis azurea,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P5,11:25,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P5,11:28,Merbah corok-corok,Cream-vented Bulbul,Pycnonotus simplex,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P5,11:30,Cucak kurincang,Black-headed Bulbul,Brachypodius atriceps,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P4,11:48,Kehicap ranting,Black-naped Monarch,Hypothymis azurea,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P4,11:50,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P4,11:55,Kacembang gadung,Asian Fairy-bluebird,Irena puella,Species,1,10,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P4,11:57,Cucak kurincang,Black-headed Bulbul,Brachypodius atriceps,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P4,11:59,Pijantung kecil,Little Spiderhunter,Arachnothera longirostra,Species,1,7,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P4,12:05,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P3,12:28,Takur tutut,Red-crowned Barbet,Psilopogon rafflesii,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P3,12:33,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P3,12:37,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P3,12:40,Merbah corok-corok,Cream-vented Bulbul,Pycnonotus simplex,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P3,12:48,Cucak Rumbai-tungging,Puff-backed Bulbul,Euptilotus eutilotus,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P3,12:50,Takur telinga hitam,Black-eared Barbet,Harpactes duvaucelii,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P2,13:15,Tukik Tikus,Rufous Piculet,Sasia abnormis,Species,1,7,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P2,13:17,Cucak kurincang,Black-headed Bulbul,Brachypodius atriceps,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P2,13:19,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P2,13:20,Cekakak sungai,Collared Kingfisher,Todiramphus chloris,Species,1,20,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P2,13:23,Udang Punggung api,Oriental Dwarf-kingfisher,Ceyx erithaca,Species,1,10,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P2,13:27,Pelatuk pangkas,Maroon Woodpecker,Blythipicus rubiginosus,Species,1,7,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P2,13:00,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P2,13:35,Merbah kacamata,Spectacled Bulbul,Ixidia erythropthalmos,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P1,13:55,Sempur-hujan darat,Black-and-yellow Broadbill,Eurylaimus ochromalus,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P1,14:20,Pijantung kecil,Little Spiderhunter,Arachnothera longirostra,Species,1,7,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P1,14:38,Takur warna-warni,Red-throated Barbet,Psilopogon mystacophanos,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P1,14:47,Takur telinga hitam,Black-eared Barbet,Psilopogon duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P1,14:53,Cucak kurincang,Black-headed Bulbul,Brachypodius atriceps,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P1,15:45,Cabai polos,Plain Flowerpecker,Dicaeum minullum,Species,1,7,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,GR-SR-P1,15:59,Elang brontok,Changeable Hawk-eagle,Nisaetus cirrhatus,Species,2,20,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,DSCN7644,10:53,Julang Emas,Wreathed Hornbill,Rhyticeros undulatus,Species,1,10,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,NDA_4056,11:20,Elang Hitam,Black Eagle,Ictinaetus malaiensis,Species,1,15,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,NDA_4133,8:58,Kipasan mutiara,Spotted Fantail,Rhipidura perlata,Species,2,5,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,NDA_4079,8:01,Pelatuk pangkas,Maroon Woodpecker,Blythipicus rubiginosus,Species,1,10,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,NDA_4081,8:02,Takur telinga hitam,Black-eared Barbet,Harpactes duvaucelii,Species,1,15,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,NDA_4117,12:35,Luntur Kasumba,Red-naped Trogon,Harpactes kasumba,Species,1,7,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,NDA_4121,13:31,Sikatan kepala-abu,Grey-headed Canary-flycatcher,Culicicapa ceylonensis,Species,1,5,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,NDA_4121,,Meninting cegar,Chestnut-naped Forktail,Enicurus ruficapillus,Species,1,1,PointLoc
Kalbar,Gunung Raya,14-Sep-23,GR-SR,NDA_4121,12:16,Empuloh Janggut,Grey-cheeked bulbul,Alophoixus tephrogenys,Species,1,7,VES
Kalbar,Gunung Raya,14-Sep-23,GR-SR,NDA_4121,,Pelanduk ekor-pendek,Pelanduk ekor-pendek,Pellorneum malaccense,Species,1,1,PointLoc
